symbol,entry_date,entry_close,peak_date,peak_close,multiple,days_to_peak,shares,entry_mcap_approx,cap_bucket
BMR,2023-12-01,1.2999999523162842,2024-02-16,13.569999694824219,10.438461686591431,77,15529854.074074073,20188809.555775147,<50M
BNAI,2025-01-24,5.324999809265137,2026-03-06,56.42499923706055,10.596244367724651,406,7503183.975346687,39954453.23760234,<50M
BNAI,2025-02-21,4.39900016784668,2026-03-06,56.42499923706055,12.82677815051794,378,7503183.975346687,33006507.566934593,<50M
BNAI,2025-06-13,3.7699999809265137,2026-03-06,56.42499923706055,14.966843374676506,266,7503183.975346687,28287003.443945132,<50M
BNAI,2025-10-17,4.369999885559082,2026-03-06,56.42499923706055,12.911899477050383,140,7503183.975346687,32788913.11359376,<50M
BNED,2020-04-03,115.0,2021-10-08,1185.0,10.304347826086957,553,34664980.01784121,3986472702.051739,2-10B
BNGO,2019-09-06,660.0,2021-02-12,8220.0,12.454545454545455,525,11777000.0,7772820000.0,2-10B
BNGO,2019-10-25,535.2000122070312,2021-02-12,8220.0,15.358744044311157,476,11777000.0,6303050543.762207,2-10B
BNKK,2023-03-03,15.228500366210938,2023-12-01,169.75,11.146862522106382,273,8000939.860139861,121842315.59017156,50-300M
BNKK,2023-04-21,16.729999542236328,2023-12-01,169.75,10.146443792269777,224,8000939.860139861,133855720.19760026,50-300M
BOOT,2020-03-20,12.529999732971191,2021-12-10,129.86000061035156,10.363926845795579,630,30284844.00353442,379469087.2773605,300M-2B
BOOT,2020-04-03,10.710000038146973,2021-12-10,129.86000061035156,12.125116727153602,616,30284844.00353442,324350680.4331288,300M-2B
BTBT,2020-04-24,1.5299999713897705,2021-01-08,25.030000686645508,16.359477878884917,259,360633502.8248587,551769249.0042266,300M-2B
BTCT,2023-09-22,1.809999942779541,2024-11-15,19.270000457763672,10.646409429257517,420,11800566.666666668,21359024.991432827,<50M
BTCT,2024-07-26,1.9199999570846558,2024-11-15,19.270000457763672,10.036458796084247,112,11800566.666666668,22657087.493574623,<50M
BTU,2020-04-24,2.6600000858306885,2022-04-15,32.540000915527344,12.233082656223097,721,121900000.0,324254010.4627609,300M-2B
BTU,2020-05-15,2.940000057220459,2022-04-15,32.540000915527344,11.068027306874061,700,121900000.0,358386006.97517395,300M-2B
BTU,2020-06-19,3.140000104904175,2022-04-15,32.540000915527344,10.363057270190883,665,121900000.0,382766012.7878189,300M-2B
BTU,2020-07-31,3.119999885559082,2022-04-15,32.540000915527344,10.429487855476765,623,121900000.0,380327986.0496521,300M-2B
BTU,2020-09-25,3.049999952316284,2022-04-15,32.540000915527344,10.668852925986196,567,121900000.0,371794994.18735504,300M-2B
BTU,2021-03-26,2.869999885559082,2022-04-15,32.540000915527344,11.337979865176365,385,121900000.0,349852986.0496521,300M-2B
BUUU,2025-08-15,4.130000114440918,2026-09-25,46.974998474121094,11.374091325050761,406,18847500.01064396,77840177.20088476,50-300M
BVS,2023-03-17,1.2999999523162842,2024-11-01,13.579999923706055,10.446154170628848,595,84091880.01469508,109319440.0092903,50-300M
BW,2024-03-22,1.3200000524520874,2026-03-20,15.180000305175781,11.49999977422484,728,148965065.96385542,196633894.8858178,50-300M
BW,2024-11-15,1.7699999809265137,2026-05-15,21.850000381469727,12.344633116906733,546,148965065.96385542,263668163.91474095,50-300M
BW,2025-09-05,2.130000114440918,2026-05-15,21.850000381469727,10.258215590380336,252,148965065.96385542,317295607.5507109,300M-2B
BXC,2020-03-06,8.520000457763672,2021-12-31,95.76000213623047,11.239436266575687,665,7860217.002881844,66969052.4626751,50-300M
BYRN,2023-09-15,3.309999942779541,2025-07-04,33.18000030517578,10.02416944977745,658,23404753.867403317,77469733.96187422,50-300M
CABA,2022-02-18,2.430000066757202,2024-02-09,25.0,10.288065560986636,721,169545445.04504502,411995442.77783895,300M-2B
CADL,2023-07-14,1.159999966621399,2025-02-21,11.630000114440918,10.025862456112225,588,76518565.0132861,88761532.86132921,50-300M
CADL,2023-07-28,1.0499999523162842,2025-02-21,11.630000114440918,11.076191088185587,574,76518565.0132861,80344489.6152609,50-300M
CADL,2023-09-22,1.1399999856948853,2025-02-21,11.630000114440918,10.201754614366832,518,76518565.0132861,87231163.0205393,50-300M
CADL,2023-12-22,1.1200000047683716,2025-02-21,11.630000114440918,10.38392862939865,427,76518565.0132861,85700793.17974938,50-300M
CALX,2020-01-03,7.929999828338623,2021-12-31,79.97000122070312,10.084489653445209,728,62963988.99826288,499304421.9477396,300M-2B
CALX,2020-03-13,6.960000038146973,2021-12-31,79.97000122070312,11.489942641148936,658,62963988.99826288,438229365.82979524,300M-2B
CAR,2019-11-22,29.225000381469727,2021-11-05,297.4599914550781,10.178271602134325,714,35325753.99829658,1032395174.0759233,300M-2B
CAR,2020-03-06,24.1299991607666,2021-11-05,297.4599914550781,12.327393360987914,609,35325753.99829658,852410414.3323439,300M-2B
CAR,2020-06-12,26.190000534057617,2022-04-22,298.07000732421875,11.381061521423296,679,35325753.99829658,925181516.0813755,300M-2B
CAR,2020-09-25,27.209999084472656,2022-04-22,298.07000732421875,10.9544291566813,574,35325753.99829658,961213733.9519563,300M-2B
CC,2015-11-13,4.423210144042969,2017-10-27,45.125301361083984,10.201934769447305,714,150498994.97964722,665688681.2622474,300M-2B
CC,2015-12-11,4.423210144042969,2017-10-27,45.125301361083984,10.201934769447305,686,150498994.97964722,665688681.2622474,300M-2B
CC,2015-12-25,4.46189022064209,2017-10-27,45.125301361083984,10.11349431062206,672,150498994.97964722,671509993.9161509,300M-2B
CD,2023-09-29,1.4199999570846558,2025-09-26,18.190000534057617,12.809859918167017,728,110003800.0,156205391.27914906,50-300M
CD,2024-02-16,2.869999885559082,2025-10-03,29.40999984741211,10.247387115028745,595,110003800.0,315710893.41106415,300M-2B
CD,2024-03-08,2.319999933242798,2025-10-03,29.40999984741211,12.676724436928778,574,110003800.0,255208808.6564541,50-300M
CD,2025-07-25,2.7100000381469727,2025-10-03,29.40999984741211,10.85239831491733,70,110003800.0,298110302.19631195,50-300M
CDE,2024-03-01,2.7100000381469727,2026-02-27,27.149999618530273,10.018449902714664,728,1027934997.9813664,2785703883.742111,2-10B
CDIO,2023-10-20,7.695000171661377,2024-01-12,78.5999984741211,10.214424525107072,84,2959468.75,22773112.53927648,<50M
CDLX,2018-12-21,104.0,2020-12-18,1409.0999755859375,13.54903822678786,728,5888715.988372093,612426462.7906977,300M-2B
CDLX,2019-03-15,155.5,2021-02-12,1571.800048828125,10.108038899216238,700,5888715.988372093,915695336.1918604,300M-2B
CDLX,2019-04-12,154.89999389648438,2021-02-12,1571.800048828125,10.147192451657022,672,5888715.988372093,912162070.6569672,300M-2B
CDNA,2016-12-09,2.9000000953674316,2018-11-16,29.950000762939453,10.327586130353135,707,51734222.99760633,150029251.62681833,50-300M
CELC,2024-11-15,12.65999984741211,2026-05-22,138.22999572753906,10.918641184327921,553,48931908.00100013,619477947.826245,300M-2B
CELC,2025-01-03,13.619999885559082,2026-05-22,138.22999572753906,10.149045292878496,504,48931908.00100013,666452581.3738093,300M-2B
CELH,2018-12-14,1.1533299684524536,2020-12-11,12.126700401306152,10.514510793106195,728,253035046.9842358,291832902.7556938,50-300M
CENN,2020-09-11,1426.5,2021-01-29,14850.0,10.410094637223974,140,17576452.106430154,25072808929.822617,10-50B
CENN,2020-12-11,1459.800048828125,2021-01-29,14850.0,10.17262604691721,49,17576452.106430154,25658105643.19194,10-50B
CGTL,2025-10-17,6.697500228881836,2026-01-16,72.5999984741211,10.839865023228501,91,1719255.0264550266,11514710.933188787,<50M
CHSN,2023-04-07,10080.0,2024-10-04,118480.0,11.753968253968255,546,3709786.9158878494,37394652112.14952,10-50B
CHSN,2023-12-22,11360.0,2024-10-04,118480.0,10.429577464788732,287,3709786.9158878494,42143179364.48597,10-50B
CIEN,2024-04-12,45.599998474121094,2026-04-10,496.0199890136719,10.877631702009225,728,141808525.0007024,6466468523.649393,2-10B
CIEN,2025-04-04,53.5,2026-05-22,583.739990234375,10.91102785484813,413,141808525.0007024,7586756087.537579,2-10B
CIFR,2024-09-06,2.700000047683716,2026-06-19,29.18000030517578,10.807407329569793,651,415030722.0163487,1120582969.2343485,300M-2B
CIFR,2024-09-20,2.9000000953674316,2026-06-19,29.18000030517578,10.062068739855906,637,415030722.0163487,1203589133.4278252,300M-2B
CIFR,2025-03-28,2.319999933242798,2026-06-19,29.18000030517578,12.577586700353569,448,415030722.0163487,962871247.3716393,300M-2B
CLDX,2019-06-07,2.609999895095825,2021-04-30,30.329999923706055,11.620690093013394,693,78529532.00514139,204962070.29534328,50-300M
CLIR,2020-03-20,3.917210102081299,2021-04-02,57.95000076293945,14.793692258719888,378,6807455.084745763,26666231.827430807,<50M
CLIR,2020-04-03,5.583000183105469,2021-04-02,57.95000076293945,10.379723958867139,364,6807455.084745763,38006022.98461785,<50M
CLIR,2020-05-15,5.52400016784668,2021-04-02,57.95000076293945,10.490586350856148,322,6807455.084745763,37604383.03074433,<50M
CLMT,2020-03-20,1.1799999475479126,2022-02-11,16.290000915527344,13.805086135282142,693,87898234.00147113,103719911.51129009,50-300M
CLMT,2020-04-17,1.5,2022-02-11,16.290000915527344,10.860000610351562,665,87898234.00147113,131847351.0022067,50-300M
CLNE,2020-03-13,1.5800000429153442,2021-02-12,17.290000915527344,10.94303825690069,336,220445014.8148148,348303132.8678811,300M-2B
CLS,2023-02-17,13.170000076293945,2025-02-14,132.05999755859375,10.027334608471438,728,114973107.00033164,1514195827.9661195,300M-2B
CLS,2023-06-30,14.5,2025-06-27,152.6699981689453,10.528965390961746,728,114973107.00033164,1667110051.504809,300M-2B
CLS,2023-08-18,20.530000686645508,2025-08-08,207.66000366210938,10.114953566328396,721,114973107.00033164,2360397965.662576,2-10B
CLS,2023-09-08,23.360000610351562,2025-09-05,242.67999267578125,10.388698045163663,728,114973107.00033164,2685771849.7017627,2-10B
CLS,2023-10-20,25.809999465942383,2025-10-17,276.4599914550781,10.711352079641895,728,114973107.00033164,2967455830.276296,2-10B
CLS,2024-09-06,41.029998779296875,2026-05-01,418.92999267578125,10.210334027286569,602,114973107.00033164,4717346439.875576,2-10B
CLSK,2020-02-21,3.200000047683716,2021-01-08,38.900001525878906,12.156250295694914,322,256817073.02904564,821814645.9389384,300M-2B
CLSK,2022-12-16,1.8899999856948853,2024-03-29,21.209999084472656,11.222221822755465,469,256817073.02904564,485384264.35109854,300M-2B
CLSK,2023-03-10,2.0799999237060547,2024-03-29,21.209999084472656,10.197115318485968,385,256817073.02904564,534179492.3068272,300M-2B
CLYM,2025-02-07,1.6799999475479126,2026-08-21,17.280000686645508,10.285715015567101,560,57436255.03194889,96492905.44102266,50-300M
CLYM,2025-11-21,1.7000000476837158,2026-08-21,17.280000686645508,10.164706001149739,273,57436255.03194889,97641636.29308717,50-300M
CLYM,2025-12-05,1.7200000286102295,2026-08-21,17.280000686645508,10.046511860007266,259,57436255.03194889,98790360.29821652,50-300M
CMT,2020-03-20,1.7000000476837158,2021-07-02,17.280000686645508,10.164706001149739,469,8849034.001743678,15043358.224919075,<50M
CMT,2020-04-03,1.159999966621399,2021-07-02,17.280000686645508,14.896552744716896,455,8849034.001743678,10264879.146654291,<50M
CNR,2020-04-24,4.677619934082031,2022-04-15,47.93579864501953,10.24790370328084,721,49636257.00488334,232179545.21926117,50-300M
CNR,2020-06-26,5.021560192108154,2022-06-03,53.930198669433594,10.739729607182621,707,49636257.00488334,249251452.26097172,50-300M
CNR,2020-07-24,5.296720027923584,2022-07-15,56.033199310302734,10.578848611008958,721,49636257.00488334,262909356.5889279,50-300M
CNR,2020-12-25,6.475949764251709,2022-12-02,75.30000305175781,11.62763853843123,707,49636257.00488334,321441906.8491115,300M-2B
CNTY,2020-03-20,1.149999976158142,2021-11-05,15.75,13.695652457852,595,28137691.89189189,32358345.00482082,<50M
CODX,2018-05-25,48.599998474121094,2020-05-22,556.5,11.450617643462056,728,7010298.181818182,340700480.93949753,300M-2B
CODX,2018-10-05,71.0999984741211,2020-08-07,771.9000244140625,10.856540660757087,672,7010298.181818182,498432190.0304066,300M-2B
COGT,2020-03-13,1.2904000282287598,2020-07-10,13.279999732971191,10.291382084980036,119,173524982.01209804,223916641.68680635,50-300M
COGT,2020-04-03,1.2799999713897705,2020-07-10,13.279999732971191,10.375000023283064,98,173524982.01209804,222111972.01089594,50-300M
COHN,2019-09-06,2.8168599605560303,2021-05-07,30.15250015258789,10.704295057194104,609,3228970.048780488,9095556.444244409,<50M
COHN,2019-11-29,2.6001598834991455,2021-05-07,30.15250015258789,11.596402338155603,525,3228970.048780488,8395838.385859303,<50M
COHN,2020-03-27,2.8255300521850586,2021-05-07,30.15250015258789,10.671449107140145,406,3228970.048780488,9123551.910434723,<50M
COHN,2020-05-08,2.842789888381958,2021-05-07,30.15250015258789,10.606658014303656,364,3228970.048780488,9179283.404561369,<50M
COIN,2023-01-06,33.2599983215332,2024-12-06,343.6199951171875,10.33132929819545,700,263836923.0000505,8775215616.140163,2-10B
COSM,2022-10-21,1.9924999475479126,2022-12-16,23.010000228881836,11.548306566933311,56,100633772.74963108,200512786.92518848,50-300M
CPSH,2019-02-08,1.3600000143051147,2021-02-05,22.540000915527344,16.573529910618454,728,19387942.11886305,26367601.559000485,<50M
CPSH,2020-07-17,2.5399999618530273,2021-02-12,25.979999542236328,10.228346430085347,210,19387942.11886305,49245372.24232085,<50M
CPSH,2020-07-31,2.0999999046325684,2021-02-12,25.979999542236328,12.371428915270346,196,19387942.11886305,40714676.60063416,<50M
CPSS,2020-04-03,1.1299999952316284,2022-02-25,12.0,10.619469071360685,693,21554714.02569593,24356826.746255517,<50M
CRBP,2022-09-02,6.0,2024-08-30,61.18000030517578,10.196666717529297,728,19341293.02325581,116047758.13953486,50-300M
CRBP,2022-09-23,5.126999855041504,2024-08-30,61.18000030517578,11.93290462940349,707,19341293.02325581,99162806.52654779,50-300M
CRBP,2023-10-13,6.03000020980835,2024-08-30,61.18000030517578,10.145936679348848,322,19341293.02325581,116628000.9881973,50-300M
CRBP,2023-12-08,5.329999923706055,2024-08-30,61.18000030517578,11.47842423656849,266,19341293.02325581,103089090.33832991,50-300M
CRBP,2024-01-12,5.929999828338623,2024-08-30,61.18000030517578,10.317032390592203,231,19341293.02325581,114693864.30775397,50-300M
CRDF,2019-07-12,2.1500000953674316,2020-11-27,21.920000076293945,10.19534842046035,504,77795248.85496183,167259792.45730102,50-300M
CRDF,2019-08-30,1.8700000047683716,2020-11-27,21.920000076293945,11.721925144598636,455,77795248.85496183,145477115.72973529,50-300M
CRDO,2023-05-05,7.630000114440918,2025-01-24,80.47000122070312,10.546526869429739,630,187951918.00175372,1434073155.8627708,300M-2B
CRDO,2023-09-15,14.960000038146973,2025-09-12,161.99000549316406,10.828208895728654,728,187951918.00175372,2811760700.4760323,2-10B
CRDO,2023-10-13,15.5600004196167,2025-09-19,169.55999755859375,10.89717178572998,707,187951918.00175372,2924531922.9750514,2-10B
CRDO,2023-12-08,18.209999084472656,2025-10-31,187.6199951171875,10.303130398132076,693,187951918.00175372,3422604254.736815,2-10B
CRDO,2024-01-05,17.530000686645508,2025-10-31,187.6199951171875,10.702794510448474,665,187951918.00175372,3294797251.627083,2-10B
CRDO,2024-04-19,16.90999984741211,2025-10-31,187.6199951171875,11.095209746314733,560,187951918.00175372,3178266904.7304688,2-10B
CRDO,2024-08-02,25.329999923706055,2026-06-19,271.8299865722656,10.731543126372577,686,187951918.00175372,4760822068.644828,2-10B
CRDO,2024-09-06,24.3799991607666,2026-06-19,271.8299865722656,11.149712712447782,651,187951918.00175372,4582267603.147229,2-10B
CRIS,2018-12-21,304.0,2020-12-11,3156.0,10.381578947368421,721,2090076.688727808,635383313.3732536,300M-2B
CRIS,2019-01-11,380.0,2021-01-08,4036.0,10.621052631578948,728,2090076.688727808,794229141.716567,300M-2B
CRIS,2019-05-31,560.0,2021-05-28,5760.0,10.285714285714286,728,2090076.688727808,1170442945.6875725,300M-2B
CRIS,2019-11-15,576.0,2021-05-28,5760.0,10.0,560,2090076.688727808,1203884172.7072175,300M-2B
CRIS,2020-02-21,568.0,2021-05-28,5760.0,10.140845070422536,462,2090076.688727808,1187163559.1973948,300M-2B
CRMD,2018-03-23,1.0540000200271606,2018-10-12,11.300000190734863,10.721062595846698,203,77944324.05721717,82153319.11731039,50-300M
CRMD,2018-04-20,1.0959999561309814,2018-10-12,11.300000190734863,10.310219564812114,175,77944324.05721717,85426975.74736902,50-300M
CRMD,2018-05-11,1.0199999809265137,2018-10-12,11.300000190734863,11.078431766705078,154,77944324.05721717,79503209.05169152,50-300M
CRML,2025-02-28,1.909999966621399,2025-10-17,20.860000610351562,10.921466479002532,231,146888752.97927463,280557513.28747344,50-300M
CRML,2025-04-25,1.559999942779541,2025-10-17,20.860000610351562,13.371795753520418,175,146888752.97927463,229146446.24262655,50-300M
CROX,2020-03-20,10.770000457763672,2021-11-12,180.57000732421875,16.76601668053346,602,47945075.0040122,516368479.7407249,300M-2B
CRVS,2024-01-26,2.049999952316284,2026-01-23,25.100000381469727,12.24390290990464,728,84120944.01913877,172447931.22803527,50-300M
CSBR,2016-09-30,1.6799999475479126,2018-09-28,17.469999313354492,10.398809439758187,728,13918568.92430279,23383195.062770694,<50M
CTEV,2024-11-15,6.179999828338623,2025-08-22,72.16000366210938,11.67637632143887,280,16947463.01916933,104735318.54924163,50-300M
CTEV,2024-12-06,7.079999923706055,2025-08-22,72.16000366210938,10.192091022557092,259,16947463.01916933,119988036.88273004,50-300M
CTRM,2020-10-30,12.0600004196167,2021-02-12,147.0,12.189054302261134,105,9662353.99061033,116527993.18124565,50-300M
CTRN,2020-03-20,8.819999694824219,2021-04-23,108.44999694824219,12.295918446786702,399,8339446.993670885,73553919.93917996,50-300M
CTRN,2020-04-24,9.59000015258789,2021-04-23,108.44999694824219,11.308654350644263,364,8339446.993670885,79975297.94180241,50-300M
CVE,2020-03-27,1.6461800336837769,2022-03-25,16.53860092163086,10.046653818672086,728,1875000000.0,3086587563.1570816,2-10B
CVGI,2020-04-03,1.3200000524520874,2021-05-07,13.350000381469727,10.113636250748783,399,40632681.84818482,53635142.170872934,50-300M
CVM,2018-03-23,45.0,2020-02-21,494.70001220703125,10.993333604600695,700,17588986.904761907,791504410.7142859,300M-2B
CVM,2018-06-29,27.600000381469727,2020-02-21,494.70001220703125,17.92391323802902,602,17588986.904761907,485456045.2810947,300M-2B
CVNA,2020-03-20,5.869999885559082,2021-08-13,72.19599914550781,12.299148305457178,511,1100463770.0078185,6459722204.007811,2-10B
CVNA,2022-10-14,3.427999973297119,2024-10-11,38.45000076293945,11.216453052056902,728,1100463770.0078185,3772389774.2012486,2-10B
CVNA,2023-10-06,7.53000020980835,2025-09-19,78.37799835205078,10.408764431368539,714,1100463770.0078185,8286492419.045361,2-10B
CVNA,2024-01-12,8.555999755859375,2026-01-09,92.61799621582031,10.824918052667435,728,1100463770.0078185,9415567747.518982,2-10B
CWH,2020-03-20,3.6093900203704834,2021-11-26,41.36439895629883,11.460218685941014,616,103294916.04477613,372831639.12702185,300M-2B
CWH,2020-04-03,3.837559938430786,2021-11-26,41.36439895629883,10.77882811472467,602,103294916.04477613,396400431.6570043,300M-2B
CZR,2020-03-20,8.819999694824219,2021-10-01,119.48999786376953,13.547619274169481,560,203720372.0027018,1796813618.893306,300M-2B
CZR,2020-04-03,10.15999984741211,2021-10-01,119.48999786376953,11.760826738024535,546,203720372.0027018,2069798948.4621882,2-10B
DAC,2019-08-02,7.282969951629639,2021-06-25,74.6095962524414,10.244391607814714,693,18203475.003237925,132575361.46382305,50-300M
DAC,2019-11-22,5.347169876098633,2021-09-03,82.6072998046875,15.448789120004337,651,18203475.003237925,97337073.1776283,50-300M
DAC,2020-01-17,7.997280120849609,2021-09-03,82.6072998046875,10.329424323817674,595,18203475.003237925,145578288.77377743,50-300M
DAVE,2022-12-16,9.088000297546387,2024-11-29,98.68000030517578,10.858274325961212,714,12755506.99898832,115922051.40216087,50-300M
DAVE,2024-06-28,30.299999237060547,2026-06-26,348.7099914550781,11.508580865855727,728,12755506.99898832,386491852.3376665,300M-2B
DDD,2020-09-25,4.650000095367432,2021-02-05,47.95000076293945,10.31182790957568,133,166147027.06552708,772583691.6997162,300M-2B
DDS,2020-04-03,21.328800201416016,2021-11-19,327.3919982910156,15.349761599308344,595,15619451.000526594,333144149.6460392,300M-2B
DDS,2020-06-12,26.708999633789062,2021-11-19,327.3919982910156,12.25774094050449,525,15619451.000526594,417179911.053051,300M-2B
DFDV,2023-07-28,2.4800000190734863,2025-05-23,34.25,13.810483764752389,665,32620789.94800693,80899559.69324937,50-300M
DFIN,2020-04-03,4.300000190734863,2021-11-12,50.15999984741211,11.665115726155316,588,24585383.007611603,105717151.62201956,50-300M
DFLI,2025-06-27,1.6039999723434448,2025-10-03,18.899999618530273,11.783042359357005,98,14978803.38028169,24026000.20770973,<50M
DFNS,2024-06-28,388.0,2024-12-20,5001.25,12.889819587628866,175,2840296.0609911056,1102034871.6645489,300M-2B
DGNX,2025-01-24,8.550000190734863,2025-10-10,199.44000244140625,23.326315554650837,259,50130129.93197279,428612620.4799308,300M-2B
DMRA,2025-04-04,2.5399999618530273,2025-12-26,34.13999938964844,13.440944843456611,266,61735518.98238747,156808215.86024103,50-300M
DMRA,2025-08-01,3.2049999237060547,2025-12-26,34.13999938964844,10.652106147375862,147,61735518.98238747,197862333.62850553,50-300M
DOGZ,2023-11-10,3.25,2024-10-25,56.84000015258789,17.48923081618089,350,17620657.777777776,57267137.777777776,50-300M
DOMH,2024-12-27,1.149999976158142,2025-02-14,11.9399995803833,10.382608546020851,49,24243646.122448977,27880192.462802757,<50M
DRCT,2022-02-25,341.0,2024-02-16,3940.199951171875,11.554838566486437,721,802726.7080745341,273729807.4534161,50-300M
DRCT,2022-03-18,433.3999938964844,2024-03-15,7152.2001953125,16.502538754120913,728,802726.7080745341,347901750.38004804,300M-2B
DRCT,2022-04-08,629.2000122070312,2024-03-15,7152.2001953125,11.367132957014547,707,802726.7080745341,505075654.51940686,300M-2B
DRCT,2022-09-16,611.5999755859375,2024-03-15,7152.2001953125,11.694245390478315,546,802726.7080745341,490947635.060565,300M-2B
DRCT,2022-11-18,664.4000244140625,2024-03-15,7152.2001953125,10.764900560652537,483,802726.7080745341,533331644.44254047,300M-2B
DRCT,2023-03-31,712.7999877929688,2024-03-15,7152.2001953125,10.03395106312746,350,802726.7080745341,572183587.7166178,300M-2B
DRCT,2023-06-09,715.0,2024-03-15,7152.2001953125,10.003077196241259,280,802726.7080745341,573949596.2732918,300M-2B
DRUG,2022-11-04,4.703999996185303,2024-10-25,48.939998626708984,10.40391128112176,721,9864060.997928176,46400542.896625735,<50M
DRUG,2022-12-16,4.699999809265137,2024-10-25,48.939998626708984,10.412766087826915,679,9864060.997928176,46361084.8088421,<50M
DTST,2016-12-30,2.240000009536743,2018-01-12,23.229999542236328,10.37053546577464,378,2337737.8571428573,5236532.822294406,<50M
DTST,2017-01-27,2.200000047683716,2018-01-12,23.229999542236328,10.55909047215439,350,2337737.8571428573,5143023.397186314,<50M
DVN,2020-03-20,5.149799823760986,2022-03-11,55.18709945678711,10.716358178070509,721,1100000000.0,5664779806.137085,2-10B
DWTX,2022-12-30,5.900000095367432,2023-07-14,60.5,10.254237122386398,196,33992552.98013245,200556065.82456395,50-300M
EDRY,2020-05-22,3.430000066757202,2022-04-22,39.79999923706055,11.603498094006845,700,2866591.001168679,9832407.325374164,<50M
EDRY,2020-06-26,3.5299999713897705,2022-04-22,39.79999923706055,11.274787410661418,665,2866591.001168679,10119066.15211161,<50M
EDRY,2020-08-28,3.75,2022-04-22,39.79999923706055,10.613333129882813,602,2866591.001168679,10749716.254382547,<50M
EDRY,2020-10-16,3.9791998863220215,2022-04-22,39.79999923706055,10.00201054836874,553,2866591.001168679,11406738.585982136,<50M
EDRY,2020-10-30,3.7100000381469727,2022-04-22,39.79999923706055,10.727762487285414,539,2866591.001168679,10635052.723687567,<50M
EDSA,2024-12-20,1.7300000190734863,2026-05-01,17.59000015258789,10.16763003390505,497,13503722.921914358,23361440.91247491,<50M
EDSA,2025-01-17,1.7000999450683594,2026-05-01,17.59000015258789,10.346450632865949,469,13503722.921914358,22957678.597764947,<50M
EDSA,2025-11-07,1.7100000381469727,2026-05-01,17.59000015258789,10.286549567360916,175,13503722.921914358,23091366.7115997,<50M
EDSA,2025-12-12,1.7400000095367432,2026-05-01,17.59000015258789,10.109195434585684,140,13503722.921914358,23496478.01291252,<50M
EGAN,2017-03-24,1.649999976158142,2018-07-06,17.950000762939453,10.878788498369687,469,26171466.94772344,43182919.839767285,<50M
EGAN,2017-07-14,1.649999976158142,2018-07-06,17.950000762939453,10.878788498369687,357,26171466.94772344,43182919.839767285,<50M
EGAN,2017-08-04,1.7000999450683594,2018-07-06,17.950000762939453,10.558203248584718,336,26171466.94772344,44494109.520183004,<50M
EGAN,2017-08-25,1.75,2018-07-06,17.950000762939453,10.257143293108259,315,26171466.94772344,45800067.15851602,<50M
EH,2019-12-20,10.0,2021-02-12,124.08999633789062,12.408999633789062,420,75845362.00873363,758453620.0873363,300M-2B
EH,2020-01-31,10.859999656677246,2021-02-12,124.08999633789062,11.42633519896975,378,75845362.00873363,823680605.3754086,300M-2B
EH,2020-05-01,11.0,2021-02-12,124.08999633789062,11.280908757990057,287,75845362.00873363,834298982.0960699,300M-2B
ELF,2022-05-20,21.25,2024-03-01,217.39999389648438,10.230587948069854,651,59007996.00119072,1253919915.025303,300M-2B
ELPW,2025-03-28,33734.0,2025-05-16,397440.0,11.781585344163158,49,932089.138576779,31443095000.749065,10-50B
ELPW,2026-01-23,2956.679931640625,2026-01-30,50184.0,16.973091832822607,7,932089.138576779,2755889250.53016,2-10B
ENPH,2017-05-05,1.159999966621399,2019-05-03,13.829999923706055,11.92241407039617,728,132144647.989114,153287787.25656876,50-300M
ENPH,2018-07-27,5.590000152587891,2020-07-24,59.650001525878906,10.670840768808198,728,132144647.989114,738688602.4228203,300M-2B
ENPH,2019-11-01,18.829999923706055,2021-10-29,231.6300048828125,12.301115550786678,728,132144647.989114,2488283711.55318,2-10B
ENPH,2020-03-20,26.0,2021-11-19,267.739990234375,10.297691932091347,609,132144647.989114,3435760847.7169642,2-10B
EOSE,2023-10-27,1.5499999523162842,2025-10-24,16.059999465942383,10.361290296778842,728,364167744.1340782,564459986.04295,300M-2B
EOSE,2023-11-10,1.2799999713897705,2025-11-07,18.260000228881836,14.265625497675511,728,364167744.1340782,466134702.07269734,300M-2B
EOSE,2024-07-26,1.7999999523162842,2025-11-07,18.260000228881836,10.144444840337034,469,364167744.1340782,655501922.0764695,300M-2B
EOSE,2024-08-09,1.5199999809265137,2025-11-07,18.260000228881836,12.013158196062266,455,364167744.1340782,553534964.1378504,300M-2B
ERAS,2024-04-19,1.7949999570846558,2026-04-17,19.010000228881836,10.590529628622875,728,349762034.9946217,627822837.8051878,300M-2B
ERAS,2024-06-21,2.109999895095825,2026-04-24,21.489999771118164,10.184834521113661,672,349762034.9946217,737997857.1471541,300M-2B
ERAS,2025-01-17,1.850000023841858,2026-04-24,21.489999771118164,11.61621594279243,462,349762034.9946217,647059773.0790268,300M-2B
ERNA,2021-04-02,28125.0,2021-04-30,373500.0,13.28,28,1632410.9589041097,45911558219.178085,10-50B
ESEA,2019-12-13,2.964139938354492,2021-09-17,33.81650161743164,11.408537491723308,644,7055880.997624704,20914618.665335923,<50M
ESEA,2020-01-24,3.1758899688720703,2021-09-17,33.81650161743164,10.647881994929977,602,7055880.997624704,22408701.681911353,<50M
ETON,2024-06-28,3.2899999618530273,2026-06-26,35.70000076293945,10.85106418749991,728,28583134.993706167,94038513.03893322,50-300M
