symbol,entry_date,entry_close,peak_date,peak_close,multiple,days_to_peak,shares,entry_mcap_approx,cap_bucket
ANVS,2020-01-31,6.519999980926514,2021-07-23,119.0,18.251533795723986,539,42679059.05511811,278267464.2253316,50-300M
AOSL,2020-03-20,5.880000114440918,2021-12-31,60.560001373291016,10.299319760991056,651,30259254.9981956,177924422.85228705,50-300M
AP,2024-06-14,1.0399999618530273,2026-05-08,12.199999809265137,11.730769477652384,693,20658621.02137767,21484965.074168928,<50M
APLD,2024-04-05,2.9800000190734863,2026-01-23,37.689998626708984,12.647650464924228,658,291469112.0088138,868577959.3455973,300M-2B
APLD,2024-05-31,4.230000019073486,2026-05-29,47.279998779296875,11.177304625557142,728,291469112.0088138,1232914349.3566146,300M-2B
APLD,2024-07-26,4.440000057220459,2026-05-29,47.279998779296875,10.648648236481156,672,291469112.0088138,1294122873.9971297,300M-2B
APLD,2025-04-18,3.950000047683716,2026-05-29,47.279998779296875,11.969619799630614,406,291469112.0088138,1151303006.333145,300M-2B
APP,2022-11-04,14.84000015258789,2024-11-01,163.52999877929688,11.019541583412956,728,334651000.0,4966220891.06369,2-10B
APP,2024-04-19,66.80000305175781,2025-12-19,721.3699951171875,10.798951529362318,609,334651000.0,22354687821.273804,10-50B
APP,2024-08-02,68.72000122070312,2025-12-19,721.3699951171875,10.497234899638825,504,334651000.0,22997217128.50952,10-50B
APPS,2018-07-27,1.309999942779541,2020-07-10,13.220000267028809,10.091603698072522,714,121016250.0,158531280.57539463,50-300M
APPS,2018-08-10,1.5499999523162842,2020-08-07,22.584999084472656,14.570967599529377,728,121016250.0,187575181.72949553,50-300M
APPS,2019-12-06,8.350000381469727,2021-02-05,88.08000183105469,10.548502731391645,427,121016250.0,1010485733.6640358,300M-2B
APPS,2024-11-15,1.309999942779541,2026-08-07,14.34000015258789,10.94656548011862,630,121016250.0,158531280.57539463,50-300M
APPS,2024-12-13,1.4299999475479126,2026-08-07,14.34000015258789,10.027972502500687,602,121016250.0,173053231.15244508,50-300M
APVO,2020-03-13,1928196.0,2020-12-04,26789724.0,13.893672634939602,266,1801969.8412698412,3474551040057.1426,>50B
